borough,year_and_month,month,year,season,pandemic_period,recovery_success
waltham forest,2021-09-01,september,2021,autumn,post-pandemic,0
waltham forest,2021-09-01,september,2021,autumn,post-pandemic,0
enfield,2021-09-01,september,2021,autumn,post-pandemic,0
enfield,2021-09-01,september,2021,autumn,post-pandemic,0
newham,2021-09-01,september,2021,autumn,post-pandemic,0
newham,2021-09-01,september,2021,autumn,post-pandemic,0
hammersmith and fulham,2021-09-01,september,2021,autumn,post-pandemic,0
hammersmith and fulham,2021-09-01,september,2021,autumn,post-pandemic,0
hounslow,2021-10-01,october,2021,autumn,post-pandemic,0
richmond upon thames,2021-10-01,october,2021,autumn,post-pandemic,0
richmond upon thames,2021-10-01,october,2021,autumn,post-pandemic,0
hillingdon,2021-10-01,october,2021,autumn,post-pandemic,0
hillingdon,2021-10-01,october,2021,autumn,post-pandemic,0
hillingdon,2021-10-01,october,2021,autumn,post-pandemic,0
lambeth,2021-10-01,october,2021,autumn,post-pandemic,0
lambeth,2021-10-01,october,2021,autumn,post-pandemic,0
merton,2021-10-01,october,2021,autumn,post-pandemic,0
merton,2021-10-01,october,2021,autumn,post-pandemic,0
camden,2021-10-01,october,2021,autumn,post-pandemic,0
camden,2021-10-01,october,2021,autumn,post-pandemic,0
camden,2021-10-01,october,2021,autumn,post-pandemic,0
islington,2021-10-01,october,2021,autumn,post-pandemic,1
southwark,2021-10-01,october,2021,autumn,post-pandemic,0
lewisham,2021-10-01,october,2021,autumn,post-pandemic,0
lewisham,2021-10-01,october,2021,autumn,post-pandemic,0
bromley,2021-10-01,october,2021,autumn,post-pandemic,0
greenwich,2021-10-01,october,2021,autumn,post-pandemic,0
croydon,2021-10-01,october,2021,autumn,post-pandemic,0
croydon,2021-10-01,october,2021,autumn,post-pandemic,0
croydon,2021-10-01,october,2021,autumn,post-pandemic,0
newham,2021-10-01,october,2021,autumn,post-pandemic,0
havering,2021-10-01,october,2021,autumn,post-pandemic,0
kensington and chelsea,2021-10-01,october,2021,autumn,post-pandemic,0
kensington and chelsea,2021-10-01,october,2021,autumn,post-pandemic,0
enfield,2021-10-01,october,2021,autumn,post-pandemic,0
wandsworth,2021-11-01,november,2021,autumn,post-pandemic,0
hillingdon,2021-11-01,november,2021,autumn,post-pandemic,0
barnet,2021-11-01,november,2021,autumn,post-pandemic,0
barnet,2021-11-01,november,2021,autumn,post-pandemic,0
barnet,2021-11-01,november,2021,autumn,post-pandemic,0
barnet,2021-11-01,november,2021,autumn,post-pandemic,0
ealing,2021-11-01,november,2021,autumn,post-pandemic,1
haringey,2021-11-01,november,2021,autumn,post-pandemic,0
southwark,2021-11-01,november,2021,autumn,post-pandemic,0
southwark,2021-11-01,november,2021,autumn,post-pandemic,0
bromley,2021-11-01,november,2021,autumn,post-pandemic,1
greenwich,2021-11-01,november,2021,autumn,post-pandemic,0
croydon,2021-11-01,november,2021,autumn,post-pandemic,0
croydon,2021-11-01,november,2021,autumn,post-pandemic,0
bexley,2021-11-01,november,2021,autumn,post-pandemic,0
bexley,2021-11-01,november,2021,autumn,post-pandemic,0
tower hamlets,2021-11-01,november,2021,autumn,post-pandemic,0
tower hamlets,2021-11-01,november,2021,autumn,post-pandemic,0
redbridge,2021-11-01,november,2021,autumn,post-pandemic,0
redbridge,2021-11-01,november,2021,autumn,post-pandemic,0
hackney,2021-11-01,november,2021,autumn,post-pandemic,0
barking and dagenham,2021-11-01,november,2021,autumn,post-pandemic,0
enfield,2021-11-01,november,2021,autumn,post-pandemic,0
havering,2021-11-01,november,2021,autumn,post-pandemic,0
hammersmith and fulham,2021-11-01,november,2021,autumn,post-pandemic,0
wandsworth,2021-12-01,december,2021,winter,post-pandemic,1
wandsworth,2021-12-01,december,2021,winter,post-pandemic,0
wandsworth,2021-12-01,december,2021,winter,post-pandemic,0
hounslow,2021-12-01,december,2021,winter,post-pandemic,1
hillingdon,2021-12-01,december,2021,winter,post-pandemic,0
hillingdon,2021-12-01,december,2021,winter,post-pandemic,1
lambeth,2021-12-01,december,2021,winter,post-pandemic,0
lambeth,2021-12-01,december,2021,winter,post-pandemic,0
lambeth,2021-12-01,december,2021,winter,post-pandemic,1
merton,2021-12-01,december,2021,winter,post-pandemic,0
merton,2021-12-01,december,2021,winter,post-pandemic,0
brent,2021-12-01,december,2021,winter,post-pandemic,0
brent,2021-12-01,december,2021,winter,post-pandemic,0
islington,2021-12-01,december,2021,winter,post-pandemic,0
islington,2021-12-01,december,2021,winter,post-pandemic,0
haringey,2021-12-01,december,2021,winter,post-pandemic,0
southwark,2021-12-01,december,2021,winter,post-pandemic,0
lewisham,2021-12-01,december,2021,winter,post-pandemic,0
bromley,2021-12-01,december,2021,winter,post-pandemic,1
bromley,2021-12-01,december,2021,winter,post-pandemic,0
greenwich,2021-12-01,december,2021,winter,post-pandemic,0
greenwich,2021-12-01,december,2021,winter,post-pandemic,1
bexley,2021-12-01,december,2021,winter,post-pandemic,0
tower hamlets,2021-12-01,december,2021,winter,post-pandemic,0
redbridge,2021-12-01,december,2021,winter,post-pandemic,0
hackney,2021-12-01,december,2021,winter,post-pandemic,0
enfield,2021-12-01,december,2021,winter,post-pandemic,0
enfield,2021-12-01,december,2021,winter,post-pandemic,1
havering,2021-12-01,december,2021,winter,post-pandemic,0
havering,2021-12-01,december,2021,winter,post-pandemic,0
greenwich,2021-12-01,december,2021,winter,post-pandemic,0
hammersmith and fulham,2021-03-01,march,2021,spring,post-pandemic,1
wandsworth,2022-01-01,january,2022,winter,post-pandemic,0
kingston upon thames,2022-01-01,january,2022,winter,post-pandemic,0
harrow,2022-01-01,january,2022,winter,post-pandemic,0
lewisham,2022-01-01,january,2022,winter,post-pandemic,1
camden,2022-01-01,january,2022,winter,post-pandemic,0
ealing,2022-01-01,january,2022,winter,post-pandemic,0
ealing,2022-01-01,january,2022,winter,post-pandemic,0
southwark,2022-01-01,january,2022,winter,post-pandemic,0
bromley,2022-01-01,january,2022,winter,post-pandemic,1
greenwich,2022-01-01,january,2022,winter,post-pandemic,0
greenwich,2022-01-01,january,2022,winter,post-pandemic,0
greenwich,2022-01-01,january,2022,winter,post-pandemic,0
croydon,2022-01-01,january,2022,winter,post-pandemic,0
croydon,2022-01-01,january,2022,winter,post-pandemic,0
croydon,2022-01-01,january,2022,winter,post-pandemic,0
croydon,2022-01-01,january,2022,winter,post-pandemic,0
croydon,2022-01-01,january,2022,winter,post-pandemic,0
bexley,2022-01-01,january,2022,winter,post-pandemic,0
bexley,2022-01-01,january,2022,winter,post-pandemic,1
tower hamlets,2022-01-01,january,2022,winter,post-pandemic,0
hackney,2022-01-01,january,2022,winter,post-pandemic,0
hackney,2022-01-01,january,2022,winter,post-pandemic,0
hackney,2022-01-01,january,2022,winter,post-pandemic,0
waltham forest,2022-01-01,january,2022,winter,post-pandemic,1
barking and dagenham,2022-01-01,january,2022,winter,post-pandemic,0
enfield,2022-01-01,january,2022,winter,post-pandemic,1
enfield,2022-01-01,january,2022,winter,post-pandemic,0
enfield,2022-01-01,january,2022,winter,post-pandemic,0
waltham forest,2022-01-01,january,2022,winter,post-pandemic,0
newham,2022-01-01,january,2022,winter,post-pandemic,0
newham,2022-01-01,january,2022,winter,post-pandemic,0
havering,2022-01-01,january,2022,winter,post-pandemic,0
havering,2022-01-01,january,2022,winter,post-pandemic,0
westminster,2022-01-01,january,2022,winter,post-pandemic,0
enfield,2022-01-01,january,2022,winter,post-pandemic,0
enfield,2022-01-01,january,2022,winter,post-pandemic,0
wandsworth,2022-02-01,february,2022,winter,post-pandemic,1
hounslow,2022-02-01,february,2022,winter,post-pandemic,1
hounslow,2022-02-01,february,2022,winter,post-pandemic,0
lambeth,2022-02-01,february,2022,winter,post-pandemic,1
merton,2022-02-01,february,2022,winter,post-pandemic,0
ealing,2022-02-01,february,2022,winter,post-pandemic,0
ealing,2022-02-01,february,2022,winter,post-pandemic,0
islington,2022-02-01,february,2022,winter,post-pandemic,0
haringey,2022-02-01,february,2022,winter,post-pandemic,0
lewisham,2022-02-01,february,2022,winter,post-pandemic,0
lewisham,2022-02-01,february,2022,winter,post-pandemic,0
lewisham,2022-02-01,february,2022,winter,post-pandemic,0
bromley,2022-02-01,february,2022,winter,post-pandemic,0
greenwich,2022-02-01,february,2022,winter,post-pandemic,1
greenwich,2022-02-01,february,2022,winter,post-pandemic,0
croydon,2022-02-01,february,2022,winter,post-pandemic,0
croydon,2022-02-01,february,2022,winter,post-pandemic,0
hackney,2022-02-01,february,2022,winter,post-pandemic,0
hackney,2022-02-01,february,2022,winter,post-pandemic,0
waltham forest,2022-02-01,february,2022,winter,post-pandemic,0
enfield,2022-02-01,february,2022,winter,post-pandemic,0
newham,2022-02-01,february,2022,winter,post-pandemic,0
newham,2022-02-01,february,2022,winter,post-pandemic,0
havering,2022-02-01,february,2022,winter,post-pandemic,0
havering,2022-02-01,february,2022,winter,post-pandemic,0
havering,2022-02-01,february,2022,winter,post-pandemic,0
kensington and chelsea,2022-02-01,february,2022,winter,post-pandemic,0
kensington and chelsea,2022-02-01,february,2022,winter,post-pandemic,0
lambeth,2022-03-01,march,2022,spring,post-pandemic,0
merton,2022-03-01,march,2022,spring,post-pandemic,0
merton,2022-03-01,march,2022,spring,post-pandemic,0
brent,2022-03-01,march,2022,spring,post-pandemic,0
harrow,2022-03-01,march,2022,spring,post-pandemic,1
islington,2022-03-01,march,2022,spring,post-pandemic,0
lewisham,2022-03-01,march,2022,spring,post-pandemic,1
croydon,2022-03-01,march,2022,spring,post-pandemic,0
bromley,2022-03-01,march,2022,spring,post-pandemic,0
croydon,2022-03-01,march,2022,spring,post-pandemic,0
croydon,2022-03-01,march,2022,spring,post-pandemic,0
bexley,2022-03-01,march,2022,spring,post-pandemic,1
bexley,2022-03-01,march,2022,spring,post-pandemic,0
sutton,2022-03-01,march,2022,spring,post-pandemic,0
sutton,2022-03-01,march,2022,spring,post-pandemic,0
tower hamlets,2022-03-01,march,2022,spring,post-pandemic,0
redbridge,2022-03-01,march,2022,spring,post-pandemic,0
hackney,2022-03-01,march,2022,spring,post-pandemic,0
hackney,2022-03-01,march,2022,spring,post-pandemic,0
hackney,2022-03-01,march,2022,spring,post-pandemic,0
waltham forest,2022-03-01,march,2022,spring,post-pandemic,0
barking and dagenham,2022-03-01,march,2022,spring,post-pandemic,0
barking and dagenham,2022-03-01,march,2022,spring,post-pandemic,0
barking and dagenham,2022-03-01,march,2022,spring,post-pandemic,0
enfield,2022-03-01,march,2022,spring,post-pandemic,0
enfield,2022-03-01,march,2022,spring,post-pandemic,0
newham,2022-03-01,march,2022,spring,post-pandemic,1
havering,2022-03-01,march,2022,spring,post-pandemic,1
havering,2022-03-01,march,2022,spring,post-pandemic,0
kensington and chelsea,2022-03-01,march,2022,spring,post-pandemic,0
kensington and chelsea,2022-03-01,march,2022,spring,post-pandemic,0
kensington and chelsea,2022-03-01,march,2022,spring,post-pandemic,0
westminster,2022-03-01,march,2022,spring,post-pandemic,0
westminster,2022-03-01,march,2022,spring,post-pandemic,0
richmond upon thames,2022-04-01,april,2022,spring,post-pandemic,0
hillingdon,2022-04-01,april,2022,spring,post-pandemic,0
hillingdon,2022-04-01,april,2022,spring,post-pandemic,0
hillingdon,2022-04-01,april,2022,spring,post-pandemic,0
lambeth,2022-04-01,april,2022,spring,post-pandemic,0
merton,2022-04-01,april,2022,spring,post-pandemic,0
brent,2022-04-01,april,2022,spring,post-pandemic,0
ealing,2022-04-01,april,2022,spring,post-pandemic,0
islington,2022-04-01,april,2022,spring,post-pandemic,0
haringey,2022-04-01,april,2022,spring,post-pandemic,0
southwark,2022-04-01,april,2022,spring,post-pandemic,0
bromley,2022-04-01,april,2022,spring,post-pandemic,0
lewisham,2022-04-01,april,2022,spring,post-pandemic,0
bexley,2022-04-01,april,2022,spring,post-pandemic,0
bexley,2022-04-01,april,2022,spring,post-pandemic,0
sutton,2022-04-01,april,2022,spring,post-pandemic,0
tower hamlets,2022-04-01,april,2022,spring,post-pandemic,0
redbridge,2022-04-01,april,2022,spring,post-pandemic,0
redbridge,2022-04-01,april,2022,spring,post-pandemic,0
hackney,2022-04-01,april,2022,spring,post-pandemic,0
hackney,2022-04-01,april,2022,spring,post-pandemic,0
waltham forest,2022-04-01,april,2022,spring,post-pandemic,0
enfield,2022-04-01,april,2022,spring,post-pandemic,0
waltham forest,2022-04-01,april,2022,spring,post-pandemic,0
enfield,2022-04-01,april,2022,spring,post-pandemic,0
enfield,2022-04-01,april,2022,spring,post-pandemic,0
enfield,2022-04-01,april,2022,spring,post-pandemic,0
newham,2022-04-01,april,2022,spring,post-pandemic,0
havering,2022-04-01,april,2022,spring,post-pandemic,0
bexley,2022-04-01,april,2022,spring,post-pandemic,0
westminster,2022-04-01,april,2022,spring,post-pandemic,0
croydon,2022-04-01,april,2022,spring,post-pandemic,1
wandsworth,2022-05-01,may,2022,spring,post-pandemic,0
kingston upon thames,2022-05-01,may,2022,spring,post-pandemic,0
kingston upon thames,2022-05-01,may,2022,spring,post-pandemic,0
lambeth,2022-05-01,may,2022,spring,post-pandemic,1
lambeth,2022-05-01,may,2022,spring,post-pandemic,0
lambeth,2022-05-01,may,2022,spring,post-pandemic,0
brent,2022-05-01,may,2022,spring,post-pandemic,0
harrow,2022-05-01,may,2022,spring,post-pandemic,0
camden,2022-05-01,may,2022,spring,post-pandemic,0
camden,2022-05-01,may,2022,spring,post-pandemic,0
barnet,2022-05-01,may,2022,spring,post-pandemic,0
barnet,2022-05-01,may,2022,spring,post-pandemic,0
ealing,2022-05-01,may,2022,spring,post-pandemic,0
islington,2022-05-01,may,2022,spring,post-pandemic,0
haringey,2022-05-01,may,2022,spring,post-pandemic,0
haringey,2022-05-01,may,2022,spring,post-pandemic,0
southwark,2022-05-01,may,2022,spring,post-pandemic,0
bromley,2022-05-01,may,2022,spring,post-pandemic,1
bromley,2022-05-01,may,2022,spring,post-pandemic,0
bromley,2022-05-01,may,2022,spring,post-pandemic,0
bromley,2022-05-01,may,2022,spring,post-pandemic,0
bromley,2022-05-01,may,2022,spring,post-pandemic,0
greenwich,2022-05-01,may,2022,spring,post-pandemic,0
greenwich,2022-05-01,may,2022,spring,post-pandemic,0
greenwich,2022-05-01,may,2022,spring,post-pandemic,0
greenwich,2022-05-01,may,2022,spring,post-pandemic,0
croydon,2022-05-01,may,2022,spring,post-pandemic,0
croydon,2022-05-01,may,2022,spring,post-pandemic,0
croydon,2022-05-01,may,2022,spring,post-pandemic,0
bexley,2022-05-01,may,2022,spring,post-pandemic,0
sutton,2022-05-01,may,2022,spring,post-pandemic,0
hackney,2022-05-01,may,2022,spring,post-pandemic,0
hackney,2022-05-01,may,2022,spring,post-pandemic,0
havering,2022-05-01,may,2022,spring,post-pandemic,0
havering,2022-05-01,may,2022,spring,post-pandemic,0
hammersmith and fulham,2022-05-01,may,2022,spring,post-pandemic,0
hammersmith and fulham,2022-05-01,may,2022,spring,post-pandemic,0
wandsworth,2022-06-01,june,2022,summer,post-pandemic,0
hillingdon,2022-06-01,june,2022,summer,post-pandemic,0
hillingdon,2022-06-01,june,2022,summer,post-pandemic,0
hillingdon,2022-06-01,june,2022,summer,post-pandemic,0
lambeth,2022-06-01,june,2022,summer,post-pandemic,0
camden,2022-06-01,june,2022,summer,post-pandemic,0
barnet,2022-06-01,june,2022,summer,post-pandemic,0
brent,2022-06-01,june,2022,summer,post-pandemic,0
lewisham,2022-06-01,june,2022,summer,post-pandemic,0
lewisham,2022-06-01,june,2022,summer,post-pandemic,0
greenwich,2022-06-01,june,2022,summer,post-pandemic,0
greenwich,2022-06-01,june,2022,summer,post-pandemic,0
croydon,2022-06-01,june,2022,summer,post-pandemic,0
croydon,2022-06-01,june,2022,summer,post-pandemic,0
croydon,2022-06-01,june,2022,summer,post-pandemic,0
croydon,2022-06-01,june,2022,summer,post-pandemic,0
croydon,2022-06-01,june,2022,summer,post-pandemic,0
croydon,2022-06-01,june,2022,summer,post-pandemic,0
tower hamlets,2022-06-01,june,2022,summer,post-pandemic,0
tower hamlets,2022-06-01,june,2022,summer,post-pandemic,0
redbridge,2022-06-01,june,2022,summer,post-pandemic,0
redbridge,2022-06-01,june,2022,summer,post-pandemic,0
barking and dagenham,2022-06-01,june,2022,summer,post-pandemic,0
enfield,2022-06-01,june,2022,summer,post-pandemic,0
newham,2022-06-01,june,2022,summer,post-pandemic,0
newham,2022-06-01,june,2022,summer,post-pandemic,0
havering,2022-06-01,june,2022,summer,post-pandemic,1
havering,2022-06-01,june,2022,summer,post-pandemic,0
kensington and chelsea,2022-06-01,june,2022,summer,post-pandemic,1
hammersmith and fulham,2022-06-01,june,2022,summer,post-pandemic,0
lambeth,2022-06-01,june,2022,summer,post-pandemic,0
westminster,2022-06-01,june,2022,summer,post-pandemic,0
ealing,2022-06-01,june,2022,summer,post-pandemic,0
hounslow,2022-07-01,july,2022,summer,post-pandemic,0
richmond upon thames,2022-07-01,july,2022,summer,post-pandemic,0
hillingdon,2022-07-01,july,2022,summer,post-pandemic,0
hillingdon,2022-07-01,july,2022,summer,post-pandemic,1
lambeth,2022-07-01,july,2022,summer,post-pandemic,0
brent,2022-07-01,july,2022,summer,post-pandemic,0
brent,2022-07-01,july,2022,summer,post-pandemic,0
camden,2022-07-01,july,2022,summer,post-pandemic,0
barnet,2022-07-01,july,2022,summer,post-pandemic,0
barnet,2022-07-01,july,2022,summer,post-pandemic,0
ealing,2022-07-01,july,2022,summer,post-pandemic,0
ealing,2022-07-01,july,2022,summer,post-pandemic,0
islington,2022-07-01,july,2022,summer,post-pandemic,1
southwark,2022-07-01,july,2022,summer,post-pandemic,0
bromley,2022-07-01,july,2022,summer,post-pandemic,0
greenwich,2022-07-01,july,2022,summer,post-pandemic,0
greenwich,2022-07-01,july,2022,summer,post-pandemic,0
greenwich,2022-07-01,july,2022,summer,post-pandemic,1
croydon,2022-07-01,july,2022,summer,post-pandemic,0
croydon,2022-07-01,july,2022,summer,post-pandemic,0
croydon,2022-07-01,july,2022,summer,post-pandemic,0
southwark,2022-07-01,july,2022,summer,post-pandemic,0
redbridge,2022-07-01,july,2022,summer,post-pandemic,0
hackney,2022-07-01,july,2022,summer,post-pandemic,1
hackney,2022-07-01,july,2022,summer,post-pandemic,0
enfield,2022-07-01,july,2022,summer,post-pandemic,0
enfield,2022-07-01,july,2022,summer,post-pandemic,0
newham,2022-07-01,july,2022,summer,post-pandemic,0
kensington and chelsea,2022-07-01,july,2022,summer,post-pandemic,0
kensington and chelsea,2022-07-01,july,2022,summer,post-pandemic,0
westminster,2022-07-01,july,2022,summer,post-pandemic,0
westminster,2022-07-01,july,2022,summer,post-pandemic,1
hounslow,2022-08-01,august,2022,summer,post-pandemic,1
richmond upon thames,2022-08-01,august,2022,summer,post-pandemic,0
hillingdon,2022-08-01,august,2022,summer,post-pandemic,0
lambeth,2022-08-01,august,2022,summer,post-pandemic,1
lambeth,2022-08-01,august,2022,summer,post-pandemic,0
lambeth,2022-08-01,august,2022,summer,post-pandemic,0
brent,2022-08-01,august,2022,summer,post-pandemic,0
harrow,2022-08-01,august,2022,summer,post-pandemic,0
barnet,2022-08-01,august,2022,summer,post-pandemic,0
barnet,2022-08-01,august,2022,summer,post-pandemic,0
ealing,2022-08-01,august,2022,summer,post-pandemic,0
islington,2022-08-01,august,2022,summer,post-pandemic,1
lewisham,2022-08-01,august,2022,summer,post-pandemic,0
bromley,2022-08-01,august,2022,summer,post-pandemic,0
greenwich,2022-08-01,august,2022,summer,post-pandemic,0
greenwich,2022-08-01,august,2022,summer,post-pandemic,1
croydon,2022-08-01,august,2022,summer,post-pandemic,0
croydon,2022-08-01,august,2022,summer,post-pandemic,0
croydon,2022-08-01,august,2022,summer,post-pandemic,0
croydon,2022-08-01,august,2022,summer,post-pandemic,0
croydon,2022-08-01,august,2022,summer,post-pandemic,1
croydon,2022-08-01,august,2022,summer,post-pandemic,0
bexley,2022-08-01,august,2022,summer,post-pandemic,1
tower hamlets,2022-08-01,august,2022,summer,post-pandemic,0
waltham forest,2022-08-01,august,2022,summer,post-pandemic,0
barking and dagenham,2022-08-01,august,2022,summer,post-pandemic,0
barking and dagenham,2022-08-01,august,2022,summer,post-pandemic,1
hammersmith and fulham,2022-08-01,august,2022,summer,post-pandemic,0
hammersmith and fulham,2022-08-01,august,2022,summer,post-pandemic,0
kensington and chelsea,2022-08-01,august,2022,summer,post-pandemic,0
lambeth,2022-09-01,september,2022,autumn,post-pandemic,0
merton,2022-09-01,september,2022,autumn,post-pandemic,0
brent,2022-09-01,september,2022,autumn,post-pandemic,0
harrow,2022-09-01,september,2022,autumn,post-pandemic,0
harrow,2022-09-01,september,2022,autumn,post-pandemic,0
harrow,2022-09-01,september,2022,autumn,post-pandemic,0
camden,2022-09-01,september,2022,autumn,post-pandemic,0
camden,2022-09-01,september,2022,autumn,post-pandemic,0
camden,2022-09-01,september,2022,autumn,post-pandemic,0
barnet,2022-09-01,september,2022,autumn,post-pandemic,0
hackney,2022-09-01,september,2022,autumn,post-pandemic,0
haringey,2022-09-01,september,2022,autumn,post-pandemic,0
haringey,2022-09-01,september,2022,autumn,post-pandemic,0
haringey,2022-09-01,september,2022,autumn,post-pandemic,0
lewisham,2022-09-01,september,2022,autumn,post-pandemic,0
lewisham,2022-09-01,september,2022,autumn,post-pandemic,0
lewisham,2022-09-01,september,2022,autumn,post-pandemic,0
greenwich,2022-09-01,september,2022,autumn,post-pandemic,0
greenwich,2022-09-01,september,2022,autumn,post-pandemic,0
croydon,2022-09-01,september,2022,autumn,post-pandemic,0
croydon,2022-09-01,september,2022,autumn,post-pandemic,0
bexley,2022-09-01,september,2022,autumn,post-pandemic,0
bexley,2022-09-01,september,2022,autumn,post-pandemic,0
sutton,2022-09-01,september,2022,autumn,post-pandemic,0
sutton,2022-09-01,september,2022,autumn,post-pandemic,0
tower hamlets,2022-09-01,september,2022,autumn,post-pandemic,0
redbridge,2022-09-01,september,2022,autumn,post-pandemic,0
hackney,2022-09-01,september,2022,autumn,post-pandemic,0
hackney,2022-09-01,september,2022,autumn,post-pandemic,0
hackney,2022-09-01,september,2022,autumn,post-pandemic,0
hackney,2022-09-01,september,2022,autumn,post-pandemic,0
hackney,2022-09-01,september,2022,autumn,post-pandemic,0
barking and dagenham,2022-09-01,september,2022,autumn,post-pandemic,0
enfield,2022-09-01,september,2022,autumn,post-pandemic,1
newham,2022-09-01,september,2022,autumn,post-pandemic,0
kensington and chelsea,2022-09-01,september,2022,autumn,post-pandemic,0
kensington and chelsea,2022-09-01,september,2022,autumn,post-pandemic,0
hammersmith and fulham,2022-09-01,september,2022,autumn,post-pandemic,1
hammersmith and fulham,2022-09-01,september,2022,autumn,post-pandemic,0
hammersmith and fulham,2022-09-01,september,2022,autumn,post-pandemic,0
wandsworth,2022-10-01,october,2022,autumn,post-pandemic,0
kingston upon thames,2022-10-01,october,2022,autumn,post-pandemic,0
hounslow,2022-10-01,october,2022,autumn,post-pandemic,0
hounslow,2022-10-01,october,2022,autumn,post-pandemic,0
richmond upon thames,2022-10-01,october,2022,autumn,post-pandemic,0
hillingdon,2022-10-01,october,2022,autumn,post-pandemic,0
lambeth,2022-10-01,october,2022,autumn,post-pandemic,0
camden,2022-10-01,october,2022,autumn,post-pandemic,0
ealing,2022-10-01,october,2022,autumn,post-pandemic,0
islington,2022-10-01,october,2022,autumn,post-pandemic,0
westminster,2022-10-01,october,2022,autumn,post-pandemic,0
lewisham,2022-10-01,october,2022,autumn,post-pandemic,1
bromley,2022-10-01,october,2022,autumn,post-pandemic,0
bromley,2022-10-01,october,2022,autumn,post-pandemic,0
bromley,2022-10-01,october,2022,autumn,post-pandemic,0
bromley,2022-10-01,october,2022,autumn,post-pandemic,0
bromley,2022-10-01,october,2022,autumn,post-pandemic,0
bromley,2022-10-01,october,2022,autumn,post-pandemic,0
bromley,2022-10-01,october,2022,autumn,post-pandemic,0
bromley,2022-10-01,october,2022,autumn,post-pandemic,1
sutton,2022-10-01,october,2022,autumn,post-pandemic,0
barking and dagenham,2022-10-01,october,2022,autumn,post-pandemic,0
enfield,2022-10-01,october,2022,autumn,post-pandemic,0
waltham forest,2022-10-01,october,2022,autumn,post-pandemic,0
hammersmith and fulham,2022-10-01,october,2022,autumn,post-pandemic,0
hammersmith and fulham,2022-10-01,october,2022,autumn,post-pandemic,0
kingston upon thames,2022-11-01,november,2022,autumn,post-pandemic,1
hounslow,2022-11-01,november,2022,autumn,post-pandemic,0
richmond upon thames,2022-11-01,november,2022,autumn,post-pandemic,0
hillingdon,2022-11-01,november,2022,autumn,post-pandemic,0
lambeth,2022-11-01,november,2022,autumn,post-pandemic,0
brent,2022-11-01,november,2022,autumn,post-pandemic,0
ealing,2022-11-01,november,2022,autumn,post-pandemic,0
ealing,2022-11-01,november,2022,autumn,post-pandemic,0
ealing,2022-11-01,november,2022,autumn,post-pandemic,0
ealing,2022-11-01,november,2022,autumn,post-pandemic,0
islington,2022-11-01,november,2022,autumn,post-pandemic,0
haringey,2022-11-01,november,2022,autumn,post-pandemic,0
haringey,2022-11-01,november,2022,autumn,post-pandemic,0
southwark,2022-11-01,november,2022,autumn,post-pandemic,0
lewisham,2022-11-01,november,2022,autumn,post-pandemic,0
bromley,2022-11-01,november,2022,autumn,post-pandemic,0
greenwich,2022-11-01,november,2022,autumn,post-pandemic,0
bexley,2022-11-01,november,2022,autumn,post-pandemic,0
bexley,2022-11-01,november,2022,autumn,post-pandemic,0
sutton,2022-11-01,november,2022,autumn,post-pandemic,0
tower hamlets,2022-11-01,november,2022,autumn,post-pandemic,0
hackney,2022-11-01,november,2022,autumn,post-pandemic,0
hackney,2022-11-01,november,2022,autumn,post-pandemic,0
hackney,2022-11-01,november,2022,autumn,post-pandemic,0
hackney,2022-11-01,november,2022,autumn,post-pandemic,0
waltham forest,2022-11-01,november,2022,autumn,post-pandemic,0
enfield,2022-11-01,november,2022,autumn,post-pandemic,1
enfield,2022-11-01,november,2022,autumn,post-pandemic,0
enfield,2022-11-01,november,2022,autumn,post-pandemic,0
enfield,2022-11-01,november,2022,autumn,post-pandemic,0
enfield,2022-11-01,november,2022,autumn,post-pandemic,0
enfield,2022-11-01,november,2022,autumn,post-pandemic,0
newham,2022-11-01,november,2022,autumn,post-pandemic,0
havering,2022-11-01,november,2022,autumn,post-pandemic,0
wandsworth,2022-12-01,december,2022,winter,post-pandemic,1
wandsworth,2022-12-01,december,2022,winter,post-pandemic,1
hounslow,2022-12-01,december,2022,winter,post-pandemic,0
merton,2022-12-01,december,2022,winter,post-pandemic,0
merton,2022-12-01,december,2022,winter,post-pandemic,0
merton,2022-12-01,december,2022,winter,post-pandemic,0
merton,2022-12-01,december,2022,winter,post-pandemic,0
merton,2022-12-01,december,2022,winter,post-pandemic,0
merton,2022-12-01,december,2022,winter,post-pandemic,0
merton,2022-12-01,december,2022,winter,post-pandemic,0
camden,2022-12-01,december,2022,winter,post-pandemic,0
ealing,2022-12-01,december,2022,winter,post-pandemic,0
ealing,2022-12-01,december,2022,winter,post-pandemic,0
ealing,2022-12-01,december,2022,winter,post-pandemic,0
ealing,2022-12-01,december,2022,winter,post-pandemic,0
islington,2022-12-01,december,2022,winter,post-pandemic,0
haringey,2022-12-01,december,2022,winter,post-pandemic,0
southwark,2022-12-01,december,2022,winter,post-pandemic,0
greenwich,2022-12-01,december,2022,winter,post-pandemic,0
greenwich,2022-12-01,december,2022,winter,post-pandemic,0
greenwich,2022-12-01,december,2022,winter,post-pandemic,0
croydon,2022-12-01,december,2022,winter,post-pandemic,0
tower hamlets,2022-12-01,december,2022,winter,post-pandemic,0
tower hamlets,2022-12-01,december,2022,winter,post-pandemic,0
tower hamlets,2022-12-01,december,2022,winter,post-pandemic,0
redbridge,2022-12-01,december,2022,winter,post-pandemic,0
